Date;Timestamp;DeviceOrientation;GyroscopeX;GyroscopeY;GyroscopeZ;Label
2024-05-20 15:12:38;1716210758.218351;faceUp;-0.5132215023040771;-0.26081588864326477;0.6344741582870483;
2024-05-20 15:12:38;1716210758.2235851;faceUp;-0.840054988861084;-0.5404049158096313;0.3369423449039459;
2024-05-20 15:12:38;1716210758.224368;faceUp;-0.3063676655292511;-0.7434355020523071;0.02431785687804222;
2024-05-20 15:12:38;1716210758.224773;faceUp;-0.04960563778877258;-0.5641776323318481;0.0635257139801979;
2024-05-20 15:12:38;1716210758.243339;faceUp;-0.042161036282777786;-0.5858754515647888;0.1973745971918106;
2024-05-20 15:12:38;1716210758.292409;faceUp;0.3459464907646179;-0.23316508531570435;-0.00333267985843122;
2024-05-20 15:12:38;1716210758.342444;faceUp;0.08009137213230133;-0.13187041878700256;-0.1707102209329605;
2024-05-20 15:12:38;1716210758.393268;faceUp;0.34628790616989136;-0.07457596808671951;-0.021346300840377808;
2024-05-20 15:12:38;1716210758.4421601;faceUp;0.281723290681839;-0.17677584290504456;-0.012375975959002972;
2024-05-20 15:12:38;1716210758.492212;faceUp;0.03466317057609558;0.13397644460201263;-0.13579778373241425;
2024-05-20 15:12:38;1716210758.541971;faceUp;0.0856962651014328;-0.3070070743560791;-0.45804160833358765;
2024-05-20 15:12:38;1716210758.591734;faceUp;-0.6283236145973206;0.25385811924934387;-0.4007921516895294;
2024-05-20 15:12:38;1716210758.64165;faceUp;-0.17854124307632446;0.22156861424446106;-0.42706531286239624;
2024-05-20 15:12:38;1716210758.693654;faceUp;1.0611498355865479;-0.780432939529419;-0.5461357831954956;
2024-05-20 15:12:38;1716210758.741441;faceUp;1.381745457649231;-0.23390677571296692;-0.556805431842804;
2024-05-20 15:12:38;1716210758.791224;faceUp;0.4674699902534485;-1.6792261600494385;-0.1737227886915207;
2024-05-20 15:12:38;1716210758.8410301;faceUp;-0.09599097818136215;-0.38317161798477173;-0.4936443269252777;
2024-05-20 15:12:38;1716210758.8907409;faceUp;-0.8096103072166443;-0.9773566722869873;-0.40593206882476807;
2024-05-20 15:12:38;1716210758.941183;faceUp;-1.3631807565689087;-0.7702479958534241;-0.45086997747421265;
